○ 범죄의 발생 검거상황(총괄) [],Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
강도강간/강제추행,남자검거인원[명],명,39,17,18,19,17,11,7,11,5,5,2
강도강간/강제추행,여자검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
강도강간/강제추행,미상검거인원[명],명,-,-,-,2,-,1,1,-,-,-,-
강도강간/강제추행,법인[개],개,-,-,-,,-,-,-,-,-,-,-
강도살인,발생건수[건],건,30,29,21,26,19,22,18,15,14,15,19
강도살인,발생비[건/10만명],건/10만명,-,0.1,0,0.1,0,0,0,0,0,0,0
강도살인,검거건수[건],건,30,30,22,26,18,22,16,15,13,16,19
강도살인,발생건수대비 검거건수[%],%,100,103.4,104.8,100,94.7,100,88.9,100,92.9,106.7,100
강도살인,검거인원[명],명,51,50,25,31,25,26,18,17,22,26,28
강도살인,남자검거인원[명],명,41,47,24,27,22,25,18,16,20,23,24
강도살인,여자검거인원[명],명,10,3,1,4,3,1,-,1,1,3,4
강도살인,미상검거인원[명],명,-,-,-,,-,-,-,-,1,-,-
강도살인,법인[개],개,-,-,-,,-,-,-,-,-,-,-
강도치사,발생건수[건],건,1,1,2,,1,-,2,3,1,-,-
강도치사,발생비[건/10만명],건/10만명,-,0,0,,0,-,0,0,0,-,-
강도치사,검거건수[건],건,1,1,1,,1,-,1,2,1,-,-
강도치사,발생건수대비 검거건수[%],%,100,100,50,,100,-,50,66.7,100,-,-
강도치사,검거인원[명],명,1,1,1,,6,-,2,4,2,-,-
강도치사,남자검거인원[명],명,1,1,1,,6,-,1,4,2,-,-
강도치사,여자검거인원[명],명,-,-,-,,-,-,1,-,-,-,-
강도치사,미상검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
강도치사,법인[개],개,-,-,-,,-,-,-,-,-,-,-
방화,발생건수[건],건,1707,1646,1477,1358,1478,1345,1210,1025,1224,1189,1011
방화,발생비[건/10만명],건/10만명,3,3.2,2.9,2.6,2.9,2.6,2.3,2,2.4,2.3,2
방화,검거건수[건],건,1401,1455,1340,1226,1350,1221,1095,925,1102,1076,937
방화,발생건수대비 검거건수[%],%,82.1,88.4,90.7,90.3,91.3,90.8,90.5,90.2,90,90.5,92.7
방화,검거인원[명],명,1451,1480,1351,1263,1368,1294,1161,916,1124,1081,948
방화,남자검거인원[명],명,1260,1262,1129,1045,1137,1079,973,754,921,880,779
방화,여자검거인원[명],명,184,217,221,218,223,211,187,161,202,201,167
방화,미상검거인원[명],명,7,1,1,,8,4,1,1,1,-,2
방화,법인[개],개,1,-,1,,-,-,-,-,-,-,-
일반방화,발생건수[건],건,1659,1595,1437,1324,1443,1300,1177,1002,1188,1166,984
일반방화,발생비[건/10만명],건/10만명,3,3.1,2.8,2.6,2.8,2.5,2.3,1.9,2.3,2.3,1.9
일반방화,검거건수[건],건,1354,1406,1304,1196,1320,1177,1063,905,1066,1051,911
일반방화,발생건수대비 검거건수[%],%,81.6,88.2,90.7,90.3,91.5,90.5,90.3,90.3,89.7,90.1,92.6
일반방화,검거인원[명],명,1401,1428,1312,1226,1333,1245,1125,898,1090,1053,922
일반방화,남자검거인원[명],명,1217,1222,1095,1014,1107,1042,945,740,893,857,761
일반방화,여자검거인원[명],명,177,205,216,212,218,199,179,157,196,196,159
일반방화,미상검거인원[명],명,7,1,1,,8,4,1,1,1,-,2
일반방화,법인[개],개,1,-,1,,-,-,-,-,-,-,-
방화치상,발생건수[건],건,35,36,25,22,19,32,22,16,21,18,19
방화치상,발생비[건/10만명],건/10만명,-,0.1,0,0,0,0.1,0,0,0,0,0
방화치상,검거건수[건],건,34,35,23,20,17,32,21,14,21,19,18
방화치상,발생건수대비 검거건수[%],%,97.1,97.2,92,90.9,89.5,100,95.5,87.5,100,105.6,94.7
방화치상,검거인원[명],명,35,37,26,24,19,32,25,13,20,22,18
방화치상,남자검거인원[명],명,30,28,22,20,18,23,18,10,15,18,13
방화치상,여자검거인원[명],명,5,9,4,4,1,9,7,3,5,4,5
방화치상,미상검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
방화치상,법인[개],개,-,-,-,,-,-,-,-,-,-,-
방화치사,발생건수[건],건,13,15,15,12,16,13,11,7,15,5,8
방화치사,발생비[건/10만명],건/10만명,-,0,0,0,0,0,0,0,0,0,0
방화치사,검거건수[건],건,13,14,13,10,13,12,11,6,15,6,8
방화치사,발생건수대비 검거건수[%],%,100,93.3,86.7,83.3,81.3,92.3,100,85.7,100,120,100
방화치사,검거인원[명],명,15,15,13,13,16,17,11,5,14,6,8
방화치사,남자검거인원[명],명,13,12,12,11,12,14,10,4,13,5,5
방화치사,여자검거인원[명],명,2,3,1,2,4,3,1,1,1,1,3
방화치사,미상검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
방화치사,법인[개],개,-,-,-,,-,-,-,-,-,-,-
성폭력,발생건수[건],건,29863,31063,29357,32824,32104,32029,30105,32898,41433,38698,36180
성폭력,발생비[건/10만명],건/10만명,58,60.3,56.8,63.4,61.9,61.8,58.1,63.7,80.5,75.4,70.6
성폭력,검거건수[건],건,28420,29981,28197,31585,30706,30550,28675,29759,36489,35863,32770
성폭력,발생건수대비 검거건수[%],%,95.2,96.5,96,96.2,95.6,95.4,95.2,90.5,88.1,92.7,90.6
성폭력,검거인원[명],명,25223,27199,29289,32837,32858,33551,31952,31651,39017,37394,33962
성폭력,남자검거인원[명],명,24710,26651,28627,31905,31737,32256,30603,30239,37153,35322,32053
성폭력,여자검거인원[명],명,428,486,617,829,972,1154,1217,1297,1515,1655,1655
성폭력,미상검거인원[명],명,85,62,45,103,149,141,132,115,349,417,254
성폭력,법인[개],개,3,1,1,4,-,2,1,2,1,1,22
강간,발생건수[건],건,4828,5023,5145,5287,5508,5594,5537,5452,5854,5512,5235
강간,발생비[건/10만명],건/10만명,9,9.7,10,10.2,10.6,10.8,10.7,10.6,11.4,10.7,10.2
강간,검거건수[건],건,4771,4956,5071,5181,5397,5458,5367,5154,5505,5353,5086
강간,발생건수대비 검거건수[%],%,98.8,98.7,98.6,98,98,97.6,96.9,94.5,94,97.1,97.2
강간,검거인원[명],명,5216,5431,5729,5975,6181,6490,6355,5768,5959,5659,5464
강간,남자검거인원[명],명,5110,5357,5655,5883,6030,6342,6191,5664,5850,5553,5358
강간,여자검거인원[명],명,80,56,65,79,102,115,133,88,91,81,82
강간,미상검거인원[명],명,26,18,9,13,49,33,31,16,18,25,24
강간,법인[개],개,-,-,-,,-,-,-,-,-,-,-
강제추행,발생건수[건],건,12849,13266,14339,15981,15672,15766,14486,13156,14908,15334,14870
강제추행,발생비[건/10만명],건/10만명,25,25.7,27.7,30.9,30.2,30.4,27.9,25.5,29,29.9,29
강제추행,검거건수[건],건,11929,12670,13768,15389,15068,15191,14048,12558,14168,14745,14220
강제추행,발생건수대비 검거건수[%],%,92.8,95.5,96,96.3,96.1,96.4,97,95.5,95,96.2,95.6
강제추행,검거인원[명],명,11888,12801,14348,16414,16354,16680,15605,13243,14858,15116,14596
강제추행,남자검거인원[명],명,11608,12522,13983,15911,15734,15989,14912,12645,14241,14427,13829
강제추행,여자검거인원[명],명,237,248,344,474,564,638,650,573,575,650,728
강제추행,미상검거인원[명],명,43,31,21,29,56,53,43,25,42,39,39
강제추행,법인[개],개,1,1,-,3,-,2,1,-,-,-,9
간음,발생건수[건],건,264,251,267,268,318,251,288,285,323,296,257
간음,발생비[건/10만명],건/10만명,1,0.5,0.5,0.5,0.6,0.5,0.6,0.6,0.6,0.6,0.5
간음,검거건수[건],건,259,251,263,265,309,252,287,270,294,293,247
간음,발생건수대비 검거건수[%],%,98.1,100,98.5,98.9,97.2,100.4,99.7,94.7,91,99,96.1
간음,검거인원[명],명,335,302,335,327,372,315,355,327,335,309,272
간음,남자검거인원[명],명,333,298,328,320,358,312,349,318,327,304,265
간음,여자검거인원[명],명,1,4,6,6,11,2,5,8,8,-,4
간음,미상검거인원[명],명,1,-,1,1,3,1,1,1,-,5,3
간음,법인[개],개,-,-,-,,-,-,-,-,-,-,-
"강간등(강간,준강간,간음,강제추행,준강제추행)",발생건수[건],건,622,283,192,144,182,157,102,74,100,87,79
"강간등(강간,준강간,간음,강제추행,준강제추행)",발생비[건/10만명],건/10만명,1,0.5,0.4,0.3,0.4,0.3,0.2,0.1,0.2,0.2,0.2
"강간등(강간,준강간,간음,강제추행,준강제추행)",검거건수[건],건,641,283,195,141,183,158,98,73,93,85,69
"강간등(강간,준강간,간음,강제추행,준강제추행)",발생건수대비 검거건수[%],%,103.1,100,101.6,97.9,100.5,100.6,96.1,98.6,93,97.7,87.3
"강간등(강간,준강간,간음,강제추행,준강제추행)",검거인원[명],명,782,357,279,187,271,293,202,87,141,116,107
"강간등(강간,준강간,간음,강제추행,준강제추행)",남자검거인원[명],명,768,340,272,184,262,284,192,87,136,114,102
"강간등(강간,준강간,간음,강제추행,준강제추행)",여자검거인원[명],명,13,17,6,3,8,9,10,-,5,2,4
"강간등(강간,준강간,간음,강제추행,준강제추행)",미상검거인원[명],명,1,-,1,,1,-,-,-,-,-,1
"강간등(강간,준강간,간음,강제추행,준강제추행)",법인[개],개,-,-,-,,-,-,-,-,-,-,-
강간등상해,발생건수[건],건,281,276,201,223,214,200,167,168,148,146,108
강간등상해,발생비[건/10만명],건/10만명,1,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2
강간등상해,검거건수[건],건,290,273,204,217,213,199,166,165,152,147,106
강간등상해,발생건수대비 검거건수[%],%,103.2,98.9,101.5,97.3,99.5,99.5,99.4,98.2,102.7,100.7,98.1
강간등상해,검거인원[명],명,289,295,219,225,220,206,182,172,151,141,107
강간등상해,남자검거인원[명],명,287,284,218,222,219,205,176,170,147,140,104
강간등상해,여자검거인원[명],명,2,9,1,3,1,1,6,1,4,1,3
강간등상해,미상검거인원[명],명,-,2,-,,-,-,-,1,-,-,-
강간등상해,법인[개],개,-,-,-,,-,-,-,-,-,-,-
강간등치상,발생건수[건],건,591,573,535,493,441,453,407,390,368,307,259
강간등치상,발생비[건/10만명],건/10만명,1,1.1,1,1,0.9,0.9,0.8,0.8,0.7,0.6,0.5
강간등치상,검거건수[건],건,584,570,517,486,432,442,393,382,356,305,258
강간등치상,발생건수대비 검거건수[%],%,98.8,99.5,96.6,98.6,98,97.6,96.6,97.9,96.7,99.3,99.6
강간등치상,검거인원[명],명,626,649,566,526,471,516,447,426,378,326,264
강간등치상,남자검거인원[명],명,620,635,559,517,466,494,433,411,371,314,260
강간등치상,여자검거인원[명],명,5,11,7,9,4,19,11,10,7,11,4
강간등치상,미상검거인원[명],명,1,3,-,,1,3,3,5,-,1,-
강간등치상,법인[개],개,-,-,-,,-,-,-,-,-,-,-
강간등살인,발생건수[건],건,7,5,6,7,4,2,7,3,2,5,3
강간등살인,발생비[건/10만명],건/10만명,-,0,0,0,0,0,0,0,0,0,0
강간등살인,검거건수[건],건,7,5,6,7,5,2,5,3,3,4,3
강간등살인,발생건수대비 검거건수[%],%,100,100,100,100,125,100,71.4,100,150,80,100
강간등살인,검거인원[명],명,8,8,7,7,6,2,4,3,3,5,4
강간등살인,남자검거인원[명],명,7,8,7,7,6,2,4,3,3,5,4
강간등살인,여자검거인원[명],명,1,-,-,,-,-,-,-,-,-,-
강간등살인,미상검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
강간등살인,법인[개],개,-,-,-,,-,-,-,-,-,-,-
강간등치사,발생건수[건],건,1,1,2,,4,-,2,1,2,1,-
강간등치사,발생비[건/10만명],건/10만명,-,0,0,,0,-,0,0,0,0,-
강간등치사,검거건수[건],건,1,1,2,,4,-,2,1,2,1,-
강간등치사,발생건수대비 검거건수[%],%,100,100,100,,100,-,100,100,100,100,-
강간등치사,검거인원[명],명,1,1,1,,5,1,2,1,2,1,-
강간등치사,남자검거인원[명],명,1,1,1,,5,1,2,1,2,1,-
강간등치사,여자검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
강간등치사,미상검거인원[명],명,-,-,-,,-,-,-,-,-,-,-
강간등치사,법인[개],개,-,-,-,,-,-,-,-,-,-,-
특수강도강간등,발생건수[건],건,123,72,56,34,43,42,274,315,254,150,126
특수강도강간등,발생비[건/10만명],건/10만명,-,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.5,0.3,0.2
특수강도강간등,검거건수[건],건,141,75,57,38,45,42,269,307,248,152,130
특수강도강간등,발생건수대비 검거건수[%],%,114.6,104.2,101.8,111.8,104.7,100,98.2,97.5,97.6,101.3,103.2
특수강도강간등,검거인원[명],명,107,75,54,43,45,47,294,324,251,145,136
특수강도강간등,남자검거인원[명],명,106,74,54,43,44,46,290,319,250,145,135
특수강도강간등,여자검거인원[명],명,1,1,-,,-,1,4,4,1,-,1
특수강도강간등,미상검거인원[명],명,-,-,-,,1,-,-,1,-,-,-
특수강도강간등,법인[개],개,-,-,-,,-,-,-,-,-,-,-
카메라등 이용촬영,발생건수[건],건,6735,7730,5249,6615,6085,5893,5005,5686,6082,5718,6101
카메라등 이용촬영,발생비[건/10만명],건/10만명,13,15,10.2,12.8,11.7,11.4,9.7,11,11.8,11.1,11.9
카메라등 이용촬영,검거건수[건],건,6469,7543,4968,6366,5764,5569,4733,5054,5267,5216,5440
카메라등 이용촬영,발생건수대비 검거건수[%],%,96.1,97.6,94.6,96.2,94.7,94.5,94.6,88.9,86.6,91.2,89.2
카메라등 이용촬영,검거인원[명],명,2987,4023,4508,5507,5414,5490,4837,4954,5529,5514,5592
카메라등 이용촬영,남자검거인원[명],명,2928,3924,4385,5291,5203,5185,4578,4681,5270,5126,5260
카메라등 이용촬영,여자검거인원[명],명,56,94,117,167,188,269,247,261,233,281,313
카메라등 이용촬영,미상검거인원[명],명,3,5,6,49,23,36,12,12,26,107,19
카메라등 이용촬영,법인[개],개,1,-,1,1,-,-,-,2,1,-,3
성적목적의 장소침입,발생건수[건],건,470,543,477,422,646,685,697,548,622,762,826
성적목적의 장소침입,발생비[건/10만명],건/10만명,1,1.1,0.9,0.8,1.2,1.3,1.3,1.1,1.2,1.5,1.6
성적목적의 장소침입,검거건수[건],건,449,515,448,404,588,646,639,513,555,706,748
성적목적의 장소침입,발생건수대비 검거건수[%],%,95.5,94.8,93.9,95.7,91,94.3,91.7,93.6,89.2,92.7,90.6
성적목적의 장소침입,검거인원[명],명,375,473,440,401,607,719,674,517,549,722,749
성적목적의 장소침입,남자검거인원[명],명,374,471,438,397,599,709,661,511,536,698,716
성적목적의 장소침입,여자검거인원[명],명,1,2,1,4,7,10,11,6,12,19,32
성적목적의 장소침입,미상검거인원[명],명,-,-,1,,1,-,2,-,1,5,1
성적목적의 장소침입,법인[개],개,-,-,-,,-,-,-,-,-,-,1
통신매체 이용음란,발생건수[건],건,1254,1139,1115,1265,1378,1454,2070,5079,10605,8026,5868
통신매체 이용음란,발생비[건/10만명],건/10만명,2,2.2,2.2,2.4,2.7,2.8,4,9.8,20.6,15.6,11.5
통신매체 이용음란,검거건수[건],건,1188,1073,1044,1155,1230,1238,1718,3967,8255,7138,4704
통신매체 이용음란,발생건수대비 검거건수[%],%,94.7,94.2,93.6,91.3,89.3,85.1,83,78.1,77.8,88.9,80.2
통신매체 이용음란,검거인원[명],명,1016,1004,1115,1257,1408,1399,2019,4462,9207,7595,4891
통신매체 이용음란,남자검거인원[명],명,989,964,1053,1176,1319,1311,1865,4132,8446,6858,4347
통신매체 이용음란,여자검거인원[명],명,23,38,59,72,80,76,124,294,517,515,390
통신매체 이용음란,미상검거인원[명],명,4,2,3,9,9,12,30,36,244,222,154
통신매체 이용음란,법인[개],개,-,-,-,,-,-,-,-,-,-,1
공중밀집장소 추행,발생건수[건],건,1838,1901,1773,2085,1609,1532,906,923,1150,1187,1030
공중밀집장소 추행,발생비[건/10만명],건/10만명,4,3.7,3.4,4,3.1,3,1.7,1.8,2.2,2.3,2
공중밀집장소 추행,검거건수[건],건,1691,1766,1654,1936,1468,1353,818,735,941,1013,876
공중밀집장소 추행,발생건수대비 검거건수[%],%,92,92.9,93.3,92.9,91.2,88.3,90.3,79.6,81.8,85.3,85
공중밀집장소 추행,검거인원[명],명,1593,1780,1688,1968,1504,1393,839,749,957,1011,874
공중밀집장소 추행,남자검거인원[명],명,1579,1773,1674,1954,1492,1376,826,730,934,990,864
공중밀집장소 추행,여자검거인원[명],명,8,6,11,12,7,14,6,5,9,14,6
공중밀집장소 추행,미상검거인원[명],명,6,1,3,2,5,3,7,14,14,7,4
공중밀집장소 추행,법인[개],개,1,-,-,,-,-,-,-,-,1,8
허위영상물편집·반포등,발생건수[건],건,,,,,,,32,260,171,173,565
허위영상물편집·반포등,발생비[건/10만명],건/10만명,,,,,,,0.1,0.5,0.3,0.3,1.1
허위영상물편집·반포등,검거건수[건],건,,,,,,,23,150,101,85,333
허위영상물편집·반포등,발생건수대비 검거건수[%],%,,,,,,,71.9,57.7,59.1,49.1,58.9
허위영상물편집·반포등,검거인원[명],명,,,,,,,26,167,114,96,330
허위영상물편집·반포등,남자검거인원[명],명,,,,,,,21,150,109,88,311
허위영상물편집·반포등,여자검거인원[명],명,,,,,,,3,15,5,7,16
허위영상물편집·반포등,미상검거인원[명],명,,,,,,,2,2,-,1,3
허위영상물편집·반포등,법인[개],개,,,,,,,-,-,-,-,-
촬영물등이용협박·강요,발생건수[건],건,,,,,,,125,558,844,994,853
촬영물등이용협박·강요,발생비[건/10만명],건/10만명,,,,,,,0.2,1.1,1.6,1.9,1.7
촬영물등이용협박·강요,검거건수[건],건,,,,,,,109,427,549,620,550
촬영물등이용협박·강요,발생건수대비 검거건수[%],%,,,,,,,87.2,76.5,65,62.4,64.5
촬영물등이용협박·강요,검거인원[명],명,,,,,,,111,451,583,638,576
촬영물등이용협박·강요,남자검거인원[명],명,,,,,,,103,417,531,559,498
촬영물등이용협박·강요,여자검거인원[명],명,,,,,,,7,32,48,74,72
촬영물등이용협박·강요,미상검거인원[명],명,,,,,,,1,2,4,5,6
촬영물등이용협박·강요,법인[개],개,,,,,,,-,-,-,-,-
강력범죄(폭력),발생건수[건],건,233655,248707,251889,238789,233392,232316,210241,180460,190870,182621,174201
강력범죄(폭력),발생비[건/10만명],건/10만명,455,482.7,487.2,461.2,450.3,448.1,405.6,349.5,371.1,355.8,340.1
강력범죄(폭력),검거건수[건],건,216220,234349,239831,227045,220852,219659,197389,169229,177299,172301,165319
강력범죄(폭력),발생건수대비 검거건수[%],%,92.5,94.2,95.2,95.1,94.6,94.6,93.9,93.8,92.9,94.3,94.9
강력범죄(폭력),검거인원[명],명,331937,344867,349879,332779,317876,312669,279976,232001,241724,232896,215071
강력범죄(폭력),남자검거인원[명],명,278475,287441,290568,274915,261130,254036,228108,187469,195643,187142,171596
강력범죄(폭력),여자검거인원[명],명,51139,55085,56955,55633,54441,56564,50014,43127,45112,44570,41823
강력범죄(폭력),미상검거인원[명],명,2323,2341,2356,2231,2305,2069,1854,1405,969,1184,1652
강력범죄(폭력),법인[개],개,15,5,27,34,35,18,11,7,8,3,48
폭행,발생건수[건],건,146625,161636,172071,165498,164500,161915,143600,119515,129278,123153,118779
폭행,발생비[건/10만명],건/10만명,286,313.7,332.9,319.6,317.4,312.3,277.1,231.4,251.3,239.9,231.9
폭행,검거건수[건],건,135187,151816,163367,157449,156169,153802,136274,113647,122652,118512,114935
폭행,발생건수대비 검거건수[%],%,92.2,93.9,94.9,95.1,94.9,95,94.9,95.1,94.9,96.2,96.8
폭행,검거인원[명],명,202731,220702,236505,228999,221369,217391,191012,155279,167283,158999,150973
폭행,남자검거인원[명],명,169974,183075,195133,188026,180870,175399,154494,124082,133690,125589,119159
폭행,여자검거인원[명],명,31288,36156,39733,39514,39049,40736,35400,30625,33016,32679,30892
폭행,미상검거인원[명],명,1469,1471,1639,1459,1450,1256,1118,572,577,731,922
폭행,법인[개],개,5,2,6,9,8,4,1,2,3,-,19
폭행,발생건수[건],건,145431,160250,170277,163858,162787,160181,141901,117841,127554,121538,117243
폭행,발생비[건/10만명],건/10만명,283,311,329.4,316.5,314.1,308.9,273.8,228.2,248,236.8,228.9
폭행,검거건수[건],건,134047,150477,161620,155857,154495,152107,134641,112002,120968,116910,113431
